resume_text,jd_text,matched_score
"Career Objective: An avid data analyst looking to step into the world of machine learning and data sciences. I have experience related to Data Mining, Data Visualization, Text Analytics, Data Collection and would currently like to expand my horizon and work on Machine Learning projects.
Skills: Data Analyst, Data Mining, Data Visualization, Text Analytics, Data Collection, Data Cleaning, Business Analysis, Python, SQL, Google Bigquery, Tableau, Kibana, MS Excel/ MS Office, Linux, Elastic Search, Machine Learning
Education: BCA at SP Jain University
Major: N/A
Experience: Polymon","Job Title: Business Development Executive
Education Requirement: Bachelor/Honors
Experience Requirement: 1 to 3 years
Responsibilities: Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication
Skills Required: Fast typing skill
IELTSInternet browsing & online work ability.",0.493333333
"Career Objective: 
Skills: Adobe Captivate, Blackboard, Business Objects, Clarity, Cerner, DOORS, eCHIMP, Eclipsys, EHRs, EPIC, HBOC, MACESS, IDX, I-MAX, FACET, HEAT, SQL Server 2005, Cognos, ER/Studio, Mini-tab, Oracle, SAS, SharePoint Foundation 2007/2010, SPSS, pcAnywhere, Excel, Word, One Note, Outlook, Power Point, Project, SharePoint, Visio
Education: Masters of Business Administration, Attending, Bachelor of Science, Associate of Science at NOVA SOUTHEASTERN UNIVERSITY, BRENAU UNIVERSITY, NORFOLK STATE UNIVERSITY, TIDEWATER COMMUNITY COLLEGE
Major: Project Management, Project Management, Management Information Systems, Business Administration
Experience: Company Name, Company Name, Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Mechanical Engineer
Education Requirement: Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical
Experience Requirement: 2 to 5 years
Responsibilities: Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance
Skills Required: Maintenance  and Troubleshooting
Mechanical",0.65
"Career Objective: 
Skills: Data Analytics, Artificial Intelligence, Data Visualization, Machine Learning, Python, Data Wrangling, Featurization, Heuristics, Data Structures
Education: B.Tech at Punjabi University, Patiala
Major: Electronics and Communication
Experience: JP Informatics","Job Title: Machine Learning (ML) Engineer
Education Requirement: M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University
Experience Requirement: At least 5 year(s)
Responsibilities: Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis
Skills Required: ",0.85
"Career Objective: 
Skills: Adobe Creative Suite, Adobe Acrobat, Photoshop, advertising, API, benefits, Branding, business development, competitive, Competitive Analysis, Content Development, creativity, CRM, Client Support, data management, Illustrator, InDesign, DIRECTOR, marketing plans, Market Research, Marketing Strategies, marketing strategist, marketing, market, Media Relations, messaging, Microsoft Dynamics, MS Outlook, works, communicator, organizational skills, outside sales, Positioning, presenter, problem-solver, processes, purchasing, quality control, Fast learner, Real Estate, reporting, research, Sales, software development, strategy, strategic, technical sales, trainer, Training Materials, vision, writer
Education: Bachelor of Science at Texas A&M University
Major: N/A
Experience: Privacy Data Systems, LLC, Help-U-Sell Real Estate, N/A","Job Title: Executive/ Senior Executive- Trade Marketing, Hygiene Products
Education Requirement: Master of Business Administration (MBA)
Experience Requirement: At least 3 years
Responsibilities: Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking
Skills Required: Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.85
"Career Objective: Computer Repair Technician
Skills: iFixit Pro Tech Toolkit, PassMark MemTest86, Malwarebytes, Recuva, Ultimate Boot CD (UBCD), Windows Installation USB/DVD, TeamViewer, Driver Booster, Falcon Dust-Off Compressed Gas Duster, Fluke 115 Compact True-RMS Digital Multimeter
Education: Associate of Applied Science at DeVry University
Major: Electronics and Computer Technology
Experience: YZA Technologies, Sherwin-Williams, OhioHealth","Job Title: Database Administrator (DBA)
Education Requirement: Bachelor of Science (BSc) in Computer Science
Experience Requirement: At least 1 year
Responsibilities: Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting
Skills Required: ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.783333333
"Career Objective: 
Skills: Machine Learning, Natural Language Processing, Deep Learning, Sentiment Analysis, Python, NLTK, BeRT, GPT, XLNet, Text Analysis, Text Extraction, OCR
Education: B.TECH at Rajiv Gandhi Memorial University, Delhi
Major: Electrical
Experience: Zynta Labs","Job Title: Marketing Officer
Education Requirement: Bachelor/Honors
Experience Requirement: At least 1 year
Responsibilities: Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO
Skills Required: Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.49
"Career Objective: Skilled Machine Learning and Deep Learning practitioner, and I have worked on Computer vision-based projects. On the lookout for opportunities that help me understand more about the domain.
Skills: Machine Learning, Deep Learning, Computer Vision, Pattern Recognition, Image Processing, Image Segmentation, Python, Ruby, PILLOW, OpenCV
Education: B.Tech(Computers) at JT University
Major: Computers
Experience: Brane Enterprises Pvt LTD","Job Title: Senior iOS Engineer
Education Requirement: Bachelor of Science (BSc) in Computer Science
Experience Requirement: At least 4 years
Responsibilities: iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality
Skills Required: iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.85
"Career Objective: Financial and Accounting professional with expertise in financial analysis, audit, compliance, financial accounting, forecasting, budgeting, and procurement in the healthcare industry. Strong working knowledge of GAAP, FASB, SOX, and ASC 606 procedures. Exceptional analytical ability and problem-solving skills, analysis and solutions of complex problems in conjunction with managing financial outputs, managing teams to achieve defined outcomes with over 15 years' experience in a variety of organizational roles. Advanced knowledge of Microsoft toolsets. Results oriented with proven track record of quick learning ability, increased responsibilities and rapid advancement.
Skills: Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct, Accounting, Accountant, Ad, auditing, Trial Balance, Balance Sheet, monthly bank reconciliations, banking, benefits, bookkeeping, budgets, budget, bi, C, Community Health, compliance audits, contract management, contracts, CPA, credit, CRM, client, clients, database, Database management, finance, financial, financial audits, Financial planning and analysis, financial statement preparation, financial statements, Prepare financial statements, funds, general ledger, GL, Great Plains, home health, hospice, human resource, Hyperion, insurance, inventory, leadership, Microsoft Excel, Excel, payroll, Process payroll, procurement, proposal, QuickBooks, Relational database, reporting, revenue recognition, Sage, sales, tax, taxes, tax returns, therapy, validation
Education: Bachelor of Business Administration at Valdosta State University
Major: Accounting
Experience: Company Name, Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Head of Internal Control & Compliance (ICC) - SEVP/DMD
Education Requirement: Masters, Master of Business Administration (MBA), Master of Business Management (MBM)
Experience Requirement: At least 15 years
Responsibilities: 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws
Skills Required: AUDIT AND INSPECTION
Banking
Internal Audit",0.9366666666666666
"Career Objective: Data analyst actively seeking job roles related to data science and machine learning.
Skills: Data Analysis, Data Mining, Data Modeling, Data Processing, Machine Learning, Natural Language Processing, Artificial Intelligence, Statistics, SQL, Tableau, PowerBI
Education: BCA at Bhimrao Sen College
Major: [None]
Experience: TUC","Job Title: Network Support Engineer
Education Requirement: Diploma, Bachelor/Honors
Experience Requirement: At least 3 years
Responsibilities: Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge
Skills Required: CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.65
"Career Objective: 
Skills: Delivery, ergonomics, Lighting, Paint, PLC, PLC 5, power distribution, producing, programming, Project Management, Robotic systems, safety, troubleshooting, Vision Systems
Education: Associates Degree, High School Diploma at Central Alabama Community College, Talladega High School
Major: Applied Science Electronics Technology, N/A
Experience: Company Name, Company Name, Company Name","Job Title: Asst. Manager/ Manger (Administrative)
Education Requirement: Bachelor/Honors
Experience Requirement: At least 5 years
Responsibilities: Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation
Skills Required: •Administration
•Health Safety and Environment
•Safety and Security Management",0.75
"Career Objective: 
Skills: python, C++, Haskell, PyTorch, JAX, Pandas, scikit-learn, matplotlib, Linux, bash, Unity, HPC, git
Education: Ph.D. in Computer Science, Master in Computer Science, Bachelor in Physics at University of Southern California, Viterbi School of Engineering, CACS Research Group, The University of Tokyo, User Interface Research Group, The University of Tokyo
Major: Computer Science, Computer Science, Physics
Experience: Meta Inc., Cepton Inc., Meta Inc., Cepton Inc., USC Vision & Graphics Lab, Institute of Science and Technology Austria, University of Tokyo","Job Title: Machine Learning (ML) Engineer
Education Requirement: M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University
Experience Requirement: At least 5 year(s)
Responsibilities: Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis
Skills Required: ",0.85
"Career Objective: Seeking a technical position within an engineering team.
Skills: AutoCAD, C++, Visual Basics, Programmable Logic Controllers, Electrical Mechanical Systems, Instrumentation and Controls, Industrial Electricity, Engineering Economy, Technical Grammar Skills, Communication, Team work, Problem solving skills, Leadership
Education: Bachelor of Science at Middle Tennessee State University
Major: Engineering Technology Computer Engineering
Experience: Company Name, Company Name, N/A","Job Title: Machine Learning (ML) Engineer
Education Requirement: M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University
Experience Requirement: At least 5 year(s)
Responsibilities: Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis
Skills Required: ",0.85
"Career Objective: Seeking Roles In Machine Learning, Natural Language Processing, Deep Learning. Previously worked as a Data Processing intern. Having good knowledge in using Python Libraries and different data processing tools.
Skills: Machine Learning, Natural Language Processing, Deep Learning, Business Analysis, Python, Numpy, Pandas, Scikit Learn, Tensorflow, Keras, PySpark
Education: B.Tech at Sl Thala Model college
Major: N/A
Experience: SaiKo Computation","Job Title: Marketing Officer
Education Requirement: Bachelor/Honors
Experience Requirement: At least 1 year
Responsibilities: Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO
Skills Required: Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.65
"Career Objective: Senior Computer Vision Scientist with 10+ years of experience working with data and data sets of varying size and complexity. As a seasoned Computer Scientist, I am looking to continue my career in a senior or director-level position with AbCellera.
Skills: Snowflake, Python, C++, R, SQL, Tableau, PyTorch
Education: B.S. at University of British Columbia
Major: Engineering
Experience: AbCellera, Microsoft, Swiss Re","Job Title: Sr.Officer / Executive - Internal Audit
Education Requirement: Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm
Experience Requirement: 2 to 4 years
Responsibilities: Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification
Skills Required: Having CACC from reputed CA Firm
Internal Audit and Compliance",0.55
"Career Objective: 
Skills: Accounting, Sales, Inventory, Payroll, Reconciliations, Bookkeeper, Audits, Operations, Accounts Payable, Accounts Receivable, Assembly, Closings, Contracts, Customer Service, Direct Sales, Fixed Assets, Food Safety, Government Contracts, Logistics, Maintenance, Quality Assurance, Receptionist, Retail Sales, Shipping, USDA, Staffing, Cash, Clerk, Merchandising, Ordering, Automated Payroll, Payroll Processing, Software Training, Training, Accountant, Credit, Billing, CSI, Excel, MS Excel, Networking, Forecasting, GL, Telephone, Adjustments, Audit, Balance Sheet, Budgeting, Monthly Sales, Sales Tax, Annuities, CPA, Life Insurance, Procedure Writing, Project Management, Public Relations, Team Building, Administrative Manager, HR, Microsoft Office, Purchase Orders
Education: Master of Arts, Bachelor of Arts, Associates of Applied Science at Dallas Theological Seminary, Marshall University, Hocking Technical College
Major: Christian Education, Economics, Accounting
Experience: Company Name, Company Name, Company Name, Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Executive/ Sr. Executive -IT
Education Requirement: Bachelor of Science (BSc) in Computer Science & Engineering
Experience Requirement: 3 to 5 years
Responsibilities: Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support
Skills Required: ",0.5499999999999999
"Career Objective: To obtain a position within an organization that utilizes my skill set to continuously add vale and achieve best-in-class results
Skills: credit, customer service, data entry, dispatching, drivers, focus, forms, inventory, Excel, Outlook, Publisher, Word, quick, Sales, scheduling, supervising, phone, time management, transportation, websites
Education: Bachelor of Science at Purdue University
Major: Sociology Business Management
Experience: Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Management Trainee - Mechanical
Education Requirement: Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.
Experience Requirement: 
Responsibilities: Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support
Skills Required: Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.85
"Career Objective: Experienced product development Engineer and manager able to collaborate with cross functional team as well as customers and sales to bring brand new offerings to new markets. Skilled at managing cross functional team for continuous improvements and meeting project deadlines. Offering 6 years of experience in the field.
Skills: Microsoft Office, Microsoft Project, Product development, Quality, Research, Six Sigma Green Belt, Solid Works, Visio, Prioritization, Personnel management, Critical thinking skills, Team management, Analyst, Agency, Consulting, Cost analysis, Critical thinking, Designing, Dialysis, Direction, Develop drug, Functional, IIa, ISO, Leadership, Market and development, Design process, Product management, Researching, Sales, Six Sigma, Validation
Education: Bachelor of Science at Temple University
Major: Mechanical Engineering
Experience: N/A, Company Name, Company Name","Job Title: DevOps Engineer
Education Requirement: Bachelor/Honors
Experience Requirement: At least 3 years
Responsibilities: Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability
Skills Required: Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.85
"Career Objective: Fresher Computer vision and Machine Learning Engineer looking for a job that is both challenging and fun in terms of problem-solving. Also an expert in maintaining and managing Tableau and Power BI dashboards to address business.
Skills: Machine learning, Deep learning, Computer vision, Image processing, Neural networks, Contextual Reasoning
Education: B.Tech at IIT Guwahati
Major: Computer Science
Experience: ","Job Title: Civil Engineer
Education Requirement: B.Sc in Civil Engineering from a reputed university.
Experience Requirement: At least 5 years
Responsibilities: Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits
Skills Required: AutoCAD
ETABS
Microsoft Office Suite
MS Project",0.133333333
"Career Objective: 
Skills: Software Engineer, Software Developer, C++, C#, Jenkins, SpringBoot, Django, Python, SAP, Firebase
Education: B.Tech at Anna University
Major: Civil
Experience: Flipkart","Job Title: Site Engineer
Education Requirement: Bachelor of Science (BSc) in Civil Engineering
Experience Requirement: 1 to 2 years
Responsibilities: Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks





Skills Required: AutoCAD
Communication and negotiation skills
Internet
MS Office",0.483333333
"Career Objective: Software Engineer with a track record of Implementing and completing projects on time and in alignment with client expectations. Enthusiast about Data Science and keen to learn and explore.
Skills: Software Development, Application Programming, System Analysis, Technical Architecture, Requirement Gathering, Client Management, Server Management, Data Science, Machine Learning, Python, AWS, MySQL, NoSQL, NLP
Education: Bachelor of Engineering at University of Pune
Major: Computer Engineering
Experience: Empowered Technologies","Job Title: Executive/ Senior Executive- Trade Marketing, Hygiene Products
Education Requirement: Master of Business Administration (MBA)
Experience Requirement: At least 3 years
Responsibilities: Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking
Skills Required: Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.65
"Career Objective: Want to work as a Machine Learning Production Engineer.
Skills: Machine Learning Engineer, Data Analyst, Natural Language Processing, Deep Learning, Reinforcement Learning, Tensorflow, Keras, Scikit Learn, Numpy, Pandas, Matplotlib, Python
Education: B.Tech, M.Tech at AMIT, Bijnor, KVIT, Pilani
Major: Electronics/Telecommunication, Advanced Analytics
Experience: Larsen & Toubro","Job Title: Manager- Human Resource Management (HRM)

Education Requirement: Masters degree in any discipline, Bachelor of Business Administration (BBA)
Experience Requirement: 5 to 6 years
Responsibilities: Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution
Skills Required: HRM Report
Human Resource Management
NGO",0.45
"Career Objective: 
Skills: Econometrics, Problem Solving, Data Analytics, Data Modeling, Data Validation, Data Reporting, Business Intelligence, Data Manipulation, Data Mining, Machine Learning, R Programming, SQL, Oracle, Scorecard, IFRS
Education: B.A (Economics), MSc (Economics) at Shaheed Bhagat Singh College (M), University of Delhi, Indian Statistical Institute (ISI), Delhi
Major: Economics, Economics
Experience: Home Credit India Finance","Job Title: AI Engineer
Education Requirement: Bachelors or Masters degree in Computer Science, Engineering, or a related field.
Experience Requirement: 
Responsibilities: Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration
Skills Required: Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",0.85
"Career Objective: Proficient Entry Level Electrical Engineer with excellent technical, analytical and communication skills. Willing to relocate anywhere in the US.
Skills: Testing, Troubleshooting, Embedded Hardware & Software, Microprocessors, Computer systems, Hardware & Software design, Digital signal processing, Analog and Digital Filter design, Reading Circuit Schematics, Circuit Design and Analysis, Digital logic, Soldering, Project management, Electronics, Low and High voltage devices, Low voltage power consumption, Power Systems Analysis, Active Noise Cancelling (ANC), Research and Development, Solar PV systems Design, NationalElectric Code (NEC), Engineering Ethics, Failure Analysis, Logistics, Oscilloscope, Logic analyzer, Multimeters, MS Visual Studio, MS Office, MAC OS, Matlab, Simulink, Mathcad, Verilog, Orcad, PSPICE, SolidWorks, AutoCAD, Inventor, PowerWorld, ETAP, HelioScope, C++, C#, C languages
Education: Master of Science, Bachelor of Science at Oklahoma Christian University, Oklahoma Christian University
Major: Engineering Electrical Engineering, Electrical Engineering
Experience: Company Name, Company Name, Company Name","Job Title: Full Stack Developer (Python,React js)
Education Requirement: Bachelor/Honors
Experience Requirement: 3 to 7 years
Responsibilities: Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting
Skills Required: ",0.55
"Career Objective: 
Skills: Microsoft Office, Visio, Inventor, Lean Manufacturingâ€‹, Continuous Improvement, database, Ergonomics, estimating, manufacturing processes, mentor, new product development, processes, quality, safety, Six Sigma
Education: Applied Industrial Ergonomics, Lean Certification (Parker Lean Boot Camp I, II, and III), EPA Certification, AWS Brazing Certification, Six Sigma Academy Greenbelt Training, Duggan and Associates Value Stream Mapping, Mixed Model Value Stream Mapping, Poke-a-Yoke Certification, Skills at [None, None, None, None, None, None, None, 'Purdue University', 'Indiana Tech']
Major: [None, None, None, None, None, None, None, None, 'Continuous Improvement, database, Ergonomics, estimating, manufacturing processes, mentor, new product development, processes, quality, safety, Six Sigma']
Experience: Airmate Company, Company Name, Valve Value Stream Company Name, Valve Value Stream Company Name, Company Name","Job Title: Management Trainee - Mechanical
Education Requirement: Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.
Experience Requirement: 
Responsibilities: Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support
Skills Required: Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.783333333
"Career Objective: 
Skills: Program Management, Portfolio Management, Process Analysis, Solution Design, Enterprise Software, Systems Integration, Data Management, Product Excellence, Agile Methodology, People Development, Leadership Development, Coaching/Mentoring
Education: Ph.D., Master of Science, Bachelor of Arts at Claremont Graduate University, Claremont Graduate University, Mount St. Mary's University
Major: Computer Information Systems and Technology, Computer Information Systems and Technology, Business Administration
Experience: Company Name, Company Name, Company Name, Claremont Graduate University, Mount St. Mary's University","Job Title: Executive/ Sr. Executive -IT
Education Requirement: Bachelor of Science (BSc) in Computer Science & Engineering
Experience Requirement: 3 to 5 years
Responsibilities: Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support
Skills Required: ",0.783333333
"Career Objective: Seeking Roles In Machine Learning, Natural Language Processing, Deep Learning. Previously worked as a Data Processing intern. Having good knowledge in using Python Libraries and different data processing tools.
Skills: Machine Learning, Natural Language Processing, Deep Learning, Business Analysis, Python, Numpy, Pandas, Scikit Learn, Tensorflow, Keras, PySpark
Education: B.Tech at Sl Thala Model college
Major: N/A
Experience: SaiKo Computation","Job Title: Data Engineer
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 5 to 8 years
Responsibilities: Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning
Skills Required: Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",0.683333333
"Career Objective: 
Skills: Executive Decision Maker, Process Design & Improvement, New Product Development, Strategic Planning & Development, Lean & Six Sigma Practitioner, Product Design, Budgetary and Policy Development, Automation Design, Quality Control, Project Management & Execution, Economic Analysis, Ergonomic and Safety Conscious
Education: Master of Business Administration, Bachelor of Science, Manufacturing Engineering Technology at KELLER GRADUATE SCHOOL OF MANAGEMENT, DEVRY UNIVERSITY, MINNESOTA STATE UNIVERSITY, NORTHWEST IOWA COMMUNITY COLLEGE
Major: Project & Program Management, Political Science, Manufacturing Engineering Technology
Experience: Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Executive - VAT
Education Requirement: BBA in Accounting and Finance
Experience Requirement: 1 to 3 years
Responsibilities: Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks
Skills Required: VAT and Tax",0.683333333
"Career Objective: 
Skills: Data Programming, Data Analysis, Machine Learning, Data Modelling, Deep Learning, Data Visualization, Text Mining, SAS Base, Python, Excel, Tableau, Insights, Objective Analysis
Education: B.Tech at NIST Kottam
Major: Electrical
Experience: Publicis Sapient, Publicis Sapient","Job Title: Data Science Engineer
Education Requirement: Bachelor of Science (BSc) in Computer Science & Engineering
Experience Requirement: At least 2 years
Responsibilities: Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support
Skills Required: Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.716666667
"Career Objective: My full name is Kailie Marie Mahea'lani Graciidis. I am an ambitious 20 year old and also a part-time student at Bellevue College. I have a desire to work in the ocean one day and to also manage my own online company, but have yet to choose the right major(s) towards those goals.
Skills: Ability to make decisions and solve problems, Ability to work in a team structure, Attention to detail, Balanced, Computer proficient, Dependable, Determined, Educated, Fast learner, Flexible, Friendly, Hardworking, Honest, Issue resolution, Interpersonal skills, Kind, Outgoing, Quick on my feet & with my hands, Reliable, Strong verbal communication, Time management, Very organized & energetic, art, critical thinking, Electrical Engineering, electrical systems, forklifts, Java, logo, machinery, meetings, windows, window, works, next, pick, processes, protocols, quality, quality assurance, Quick, Fast learner, reading, safety, sales, television, Time management
Education: N/A, High School Diploma at Bellevue College, Mount Si High School
Major: N/A, N/A
Experience: Stanbury Electrical Engineering, Company Name, BigFoot Java, Company Name","Job Title: Head of Internal Control & Compliance (ICC) - SEVP/DMD
Education Requirement: Masters, Master of Business Administration (MBA), Master of Business Management (MBM)
Experience Requirement: At least 15 years
Responsibilities: 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws
Skills Required: AUDIT AND INSPECTION
Banking
Internal Audit",0.3
"Career Objective: Passionate, motivated and highly conjugated towards a building mentality. Perfecting for a better code is always my ideology.
Skills: Machine Learning, Data Structures, Data Mining, Data Modeling, Python, Java Programming, Algorithms
Education: B.Sc at Chadrasekhar University, Mangalore
Major: Statistics
Experience: Kinsgley Co., CIS IT Services","Job Title: Full Stack Developer (Python,React js)
Education Requirement: Bachelor/Honors
Experience Requirement: 3 to 7 years
Responsibilities: Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting
Skills Required: ",0.85
